  Config: v0,5,5, args "", priority lowest +19
   Board: 4 x ARMv7 cores available, ondemand governor Pi3 rev 1,2, BCM2837 So with 1GB RAM by Sony UK
  Memory: 1024MB split 948MB ARM, 76MB GPU plus 100MB Swap
HW Block: |   ARM   |  Core  |  H264  |    SDRAM    |
Min Freq: |  600 | 250 |   0 |    450   |
Max Freq: | 1200 | 400 | 300 |    450   |
Voltages: |         0, 1,2813V        | +1, 1,2250V |
   Other: temp_limit=85
Firmware: Jul 17 2020 11:04:27, version 21a15cb094f41c7506ad65d2cb9b29c550693057 clean release start
  Codecs: H264 H263 MPG4 MJPG PCM
  Booted: Thu Sep 1020:22:46 2020
20:33:59 1200  400    0 58,53 58,53  1,160          22           0
20:34:01 1200  400    0 58,53 58,53  1,160          22           0
20:34:03 1200  400    0 59,07 59,07  1,185          22           0
20:34:05 1200  400    0 59,61 59,61  1,164          22           0
20:34:07 1200  400    0 59,61 59,61  1,171          22           0
20:34:09 1200  400    0 59,61 59,61  1,319          22           0
20:34:11 1200  400    0 60,15 60,15  1,163          22           0
20:34:13 1200  400    0 60,15 60,15  1,190          22           0
20:34:15 1200  400    0 60,15 60,15  1,160          22           0
20:34:17 1200  400    0 60,15 60,15  1,161          22           0
20:34:20 1200  400    0 60,15 60,15  1,162          22           0
20:34:22 1200  400    0 60,69 60,69  1,158          22           0
20:34:24 1200  400    0 60,15 60,69  1,148          22           0
20:34:26 1200  400    0 60,15 60,69  1,155          22           0
20:34:28 1200  400    0 60,15 60,69  1,156          22           0
20:34:30 1200  400    0 60,69 60,69  1,149          22           0
20:34:32 1200  400    0 60,15 60,69  1,195          22           0
20:34:34 1200  400    0 60,69 60,69  1,149          22           0
20:34:36 1200  400    0 60,69 60,69  1,153          22           0
20:34:38 1200  400    0 61,22 61,22  1,160          22           0
20:34:40 1200  400    0 61,22 61,22  1,153          22           0
20:34:42 1200  400    0 61,22 61,22  1,194          22           0
20:34:44 1200  400    0 61,76 61,76  1,153          22           0
20:34:46 1200  400    0 61,22 61,76  1,160          22           0
20:34:48 1200  400    0 61,22 61,76  1,150          22           0
20:34:50 1200  400    0 61,76 61,76  1,171          22           0
20:34:52 1200  400    0 62,30 62,30  1,193          22           0
20:34:54 1200  400    0 62,30 62,30  1,154          22           0
20:34:56 1200  400    0 62,30 62,30  1,158          22           0
20:34:58 1200  400    0 62,30 62,30  1,153          22           0
20:35:00 1200  400    0 62,30 62,30  1,151          22           0
20:35:02 1200  400    0 62,30 62,30  1,196          22           0
20:35:04 1200  400    0 62,30 62,30  1,151          22           0
20:35:06 1200  400    0 62,30 62,30  1,157          22           0
20:35:08 1200  400    0 62,30 62,30  1,305          22           0
20:35:11 1200  400    0 62,84 62,84  1,250          22           0
20:35:13 1200  400    0 62,30 62,84  1,152          22           0
20:35:15 1200  400    0 62,30 62,84  1,164          22           0
20:35:17 1200  400    0 62,30 62,84  1,149          22           0
20:35:19 1200  400    0 62,84 62,84  1,148          22           0
20:35:21 1200  400    0 62,84 62,84  1,157          45           0
20:35:23 1200  400    0 62,30 62,84  1,151          22           0
20:35:25 1200  400    0 63,38 63,38  1,176          22           0
20:35:27 1200  400    0 63,38 63,38  1,166          22           0
20:35:29 1200  400    0 63,38 63,38  1,150          22           0
20:35:31 1200  400    0 62,84 63,38  1,151          22           0
20:35:33 1200  400    0 63,38 63,38  1,156          22           0
20:35:35 1200  400    0 63,38 63,38  1,164          22           0
20:35:37 1200  400    0 62,84 63,38  1,156          22           0
20:35:39 1200  400    0 63,38 63,38  1,159          22           0
20:35:41 1200  400    0 63,38 63,38  1,155          22           0
20:35:43 1200  400    0 63,38 63,38  1,152          22           0
20:35:45 1200  400    0 63,91 63,91  1,165          22           0
20:35:47 1200  400    0 63,38 63,91  1,147          22           0
20:35:49 1200  400    0 63,38 63,91  1,152          22           0
20:35:51 1200  400    0 63,38 63,91  1,156          22           0
20:35:53 1200  400    0 63,38 63,91  1,154          22           0
20:35:55 1200  400    0 63,91 63,91  1,164          22           0
20:35:57 1200  400    0 63,38 63,91  1,167          22           0
20:35:59 1200  400    0 64,45 64,45  1,151          22           0
20:36:02 1200  400    0 64,45 64,45  1,182          22           0
